year,household_id,mobilebank_year,income
2017,377,,2037.716
2016,377,,2034.045
2015,377,,2033.593
2014,377,,2032.58
2013,377,,2029.479
2012,377,,2029.436
2011,377,,2028.743
2010,377,,2026.386
2009,377,,2026.414
2008,377,,2026.83
2007,377,,2025.954
2006,377,,2025.02
2005,377,,2025.025
2004,377,,2024.438
2003,377,,2020.49
2002,377,,2021.007
2017,378,,2039.589
2016,378,,2037.198
2015,378,,2035.618
2014,378,,2036.526
2013,378,,2031.417
2012,378,,2030.17
2011,378,,2029.895
2010,378,,2029.053
2009,378,,2028.711
2008,378,,2026.896
2007,378,,2025.121
2006,378,,2027.73
2005,378,,2027.678
2004,378,,2024.664
2003,378,,2020.409
2002,378,,2024.921
2017,379,,2033.236
2016,379,,2031.485
2015,379,,2031.843
2014,379,,2030.976
2013,379,,2027.501
2012,379,,2029.797
2011,379,,2026.288
2010,379,,2025.321
2009,379,,2024.504
2008,379,,2027.066
2007,379,,2019.633
2006,379,,2023.396
2005,379,,2020.654
2004,379,,2021.77
2003,379,,2017.501
2002,379,,2019.423
2017,380,,2034.641
2016,380,,2035.176
2015,380,,2032.847
2014,380,,2033.005
2013,380,,2027.505
2012,380,,2029.19
2011,380,,2027.973
2010,380,,2028.466
2009,380,,2027.246
2008,380,,2024.72
2007,380,,2022.706
2006,380,,2023.942
2005,380,,2024.813
2004,380,,2020.662
2003,380,,2019.525
2002,380,,2023.69
2017,381,,2035.73
2016,381,,2031.087
2015,381,,2033.92
2014,381,,2035.228
2013,381,,2031.091
2012,381,,2031.036
2011,381,,2028.858
2010,381,,2028.157
2009,381,,2026.499
2008,381,,2027.817
2007,381,,2023.847
2006,381,,2024.246
2005,381,,2021.531
2004,381,,2022.567
2003,381,,2017.449
2002,381,,2022.561
2017,382,,2035.599
2016,382,,2033.974
2015,382,,2034.117
2014,382,,2032.722
2013,382,,2027.261
2012,382,,2027.776
2011,382,,2027.231
2010,382,,2025.096
2009,382,,2024.681
2008,382,,2024.152
2007,382,,2024.396
2006,382,,2021.469
2005,382,,2022.028
2004,382,,2022.506
2003,382,,2018.722
2002,382,,2020.887
2017,383,,2034.108
2016,383,,2033.066
2015,383,,2035.045
2014,383,,2033.021
2013,383,,2028.574
2012,383,,2028.486
2011,383,,2027.439
2010,383,,2024.856
2009,383,,2024.914
2008,383,,2022.999
2007,383,,2023.237
2006,383,,2021.497
2005,383,,2022.435
2004,383,,2021.525
2003,383,,2017.557
2002,383,,2021.727
2017,384,,2038.351
2016,384,,2038.749
2015,384,,2036.006
2014,384,,2035.842
2013,384,,2030.298
2012,384,,2030.8
2011,384,,2029.696
2010,384,,2030.858
2009,384,,2029.441
2008,384,,2027.964
2007,384,,2023.784
2006,384,,2026.735
2005,384,,2025.84
2004,384,,2024.608
2003,384,,2020.305
2002,384,,2021.87
2017,385,,2036.718
2016,385,,2036.753
2015,385,,2035.913
2014,385,,2034.975
2013,385,,2030.318
2012,385,,2030.738
2011,385,,2029.442
2010,385,,2028.532
2009,385,,2026.456
2008,385,,2026.3
2007,385,,2024.022
2006,385,,2026.867
2005,385,,2026.424
2004,385,,2024.773
2003,385,,2022.921
2002,385,,2026.338
2017,386,,2036.758
2016,386,,2032.836
2015,386,,2033.588
2014,386,,2033.84
2013,386,,2030.214
2012,386,,2030.78
2011,386,,2028.201
2010,386,,2028.949
2009,386,,2027.284
2008,386,,2027.033
2007,386,,2023.238
2006,386,,2023.842
2005,386,,2024.725
2004,386,,2023.059
2003,386,,2019.257
2002,386,,2021.923
2017,387,,2040.566
2016,387,,2034.706
2015,387,,2034.688
2014,387,,2035.75
2013,387,,2031.426
2012,387,,2030.268
2011,387,,2029.576
2010,387,,2027.886
2009,387,,2030.464
2008,387,,2029.072
2007,387,,2025.9
2006,387,,2026.455
2005,387,,2026.397
2004,387,,2024.583
2003,387,,2021.237
2002,387,,2026.367
2017,388,,2034.333
2016,388,,2031.234
2015,388,,2031.122
2014,388,,2035.013
2013,388,,2027.563
2012,388,,2027.909
2011,388,,2027.086
2010,388,,2027.74
2009,388,,2024.389
2008,388,,2024.786
2007,388,,2024.351
2006,388,,2024.043
2005,388,,2023.13
2004,388,,2024.704
2003,388,,2018.437
2002,388,,2018.979
2017,389,,2034.937
2016,389,,2033.545
2015,389,,2031.629
2014,389,,2031.661
2013,389,,2029.018
2012,389,,2027.291
2011,389,,2027.997
2010,389,,2027.358
2009,389,,2025.567
2008,389,,2025.39
2007,389,,2022.852
2006,389,,2026.505
2005,389,,2022.736
2004,389,,2024.534
2003,389,,2021.036
2002,389,,2020.739
2017,390,,2036.018
2016,390,,2040.008
2015,390,,2036.405
2014,390,,2034.335
2013,390,,2030.951
2012,390,,2029.779
2011,390,,2028.715
2010,390,,2028.655
2009,390,,2029.203
2008,390,,2029.044
2007,390,,2025.549
2006,390,,2024.532
2005,390,,2027.554
2004,390,,2026.895
2003,390,,2021.321
2002,390,,2024.814
2017,391,,2037.449
2016,391,,2038.747
2015,391,,2036.754
2014,391,,2037.036
2013,391,,2033.387
2012,391,,2034.062
2011,391,,2029.312
2010,391,,2030.29
2009,391,,2028.395
2008,391,,2029.183
2007,391,,2025.437
2006,391,,2026.123
2005,391,,2027.796
2004,391,,2029.499
2003,391,,2021.857
2002,391,,2026.785
2017,392,,2037.48
2016,392,,2035.137
2015,392,,2033.442
2014,392,,2032.928
2013,392,,2029.738
2012,392,,2028.225
2011,392,,2029.447
2010,392,,2026.767
2009,392,,2030.519
2008,392,,2023.203
2007,392,,2024.077
2006,392,,2026.059
2005,392,,2024.132
2004,392,,2023.518
2003,392,,2020.19
2002,392,,2022.93
2017,393,,2034.49
2016,393,,2033.894
2015,393,,2032.232
2014,393,,2031.658
2013,393,,2028.022
2012,393,,2026.779
2011,393,,2024.068
2010,393,,2029.34
2009,393,,2026.251
2008,393,,2023.345
2007,393,,2024.389
2006,393,,2023.609
2005,393,,2023.08
2004,393,,2022.522
2003,393,,2020.137
2002,393,,2022.06
2017,394,,2035.806
2016,394,,2034.544
2015,394,,2032.077
2014,394,,2032.479
2013,394,,2028.655
2012,394,,2028.229
2011,394,,2025.229
2010,394,,2027.539
2009,394,,2026.371
2008,394,,2026.068
2007,394,,2023.378
2006,394,,2023.677
2005,394,,2024.344
2004,394,,2024.012
2003,394,,2017.888
2002,394,,2021.479
2017,395,,2036.624
2016,395,,2033.674
2015,395,,2034.599
2014,395,,2034.685
2013,395,,2032.91
2012,395,,2032.377
2011,395,,2030.751
2010,395,,2029.396
2009,395,,2027.191
2008,395,,2028.911
2007,395,,2024.904
2006,395,,2024.907
2005,395,,2025.349
2004,395,,2026.54
2003,395,,2018.207
2002,395,,2022.237
2017,396,,2034.253
2016,396,,2035.297
2015,396,,2033.955
2014,396,,2033.247
2013,396,,2031.347
2012,396,,2026.909
2011,396,,2027.888
2010,396,,2026.504
2009,396,,2023.023
2008,396,,2024.173
2007,396,,2024.19
2006,396,,2022.328
2005,396,,2024.085
2004,396,,2024.18
2003,396,,2017.058
2002,396,,2021.453
2017,397,,2036.456
2016,397,,2034.713
2015,397,,2032.743
2014,397,,2032.503
2013,397,,2029.629
2012,397,,2027.826
2011,397,,2028.037
2010,397,,2025.724
2009,397,,2026.452
2008,397,,2026.711
2007,397,,2023.141
2006,397,,2024.122
2005,397,,2025.212
2004,397,,2025.503
2003,397,,2017.654
2002,397,,2019.482
2017,398,,2036.146
2016,398,,2034.198
2015,398,,2033.328
2014,398,,2034.955
2013,398,,2030.592
2012,398,,2030.539
2011,398,,2027.715
2010,398,,2028.84
2009,398,,2025.999
2008,398,,2025.432
2007,398,,2024.982
2006,398,,2023.719
2005,398,,2021.744
2004,398,,2025.644
2003,398,,2018.574
2002,398,,2023.425
2017,399,,2037.658
2016,399,,2034.613
2015,399,,2033.595
2014,399,,2035.116
2013,399,,2031.025
2012,399,,2031.393
2011,399,,2027.965
2010,399,,2028.421
2009,399,,2026.938
2008,399,,2028.051
2007,399,,2024.513
2006,399,,2024.074
2005,399,,2025.839
2004,399,,2025.342
2003,399,,2018.821
2002,399,,2024.845
2017,400,,2035.114
2016,400,,2034.78
2015,400,,2033.922
2014,400,,2035.77
2013,400,,2028.224
2012,400,,2028.435
2011,400,,2027.938
2010,400,,2027.431
2009,400,,2027.049
2008,400,,2026.217
2007,400,,2026.331
2006,400,,2025.227
2005,400,,2025.344
2004,400,,2024.295
2003,400,,2020.273
2002,400,,2021.684
2017,401,,2034.673
2016,401,,2035.07
2015,401,,2033.363
2014,401,,2034.193
2013,401,,2029.333
2012,401,,2028.68
2011,401,,2026.634
2010,401,,2029.158
2009,401,,2024.948
2008,401,,2024.968
2007,401,,2023.708
2006,401,,2020.721
2005,401,,2021.558
2004,401,,2025.138
2003,401,,2019.095
2002,401,,2023.447
2017,402,,2036.752
2016,402,,2032.515
2015,402,,2033.007
2014,402,,2031.367
2013,402,,2028.622
2012,402,,2027.891
2011,402,,2027.415
2010,402,,2027.957
2009,402,,2025.92
2008,402,,2025.127
2007,402,,2024.25
2006,402,,2024.017
2005,402,,2023.074
2004,402,,2023.693
2003,402,,2020.061
2002,402,,2021.709
2017,403,,2036.38
2016,403,,2034.648
2015,403,,2032.208
2014,403,,2031.828
2013,403,,2027.563
2012,403,,2028.328
2011,403,,2027.242
2010,403,,2024.945
2009,403,,2026.308
2008,403,,2025.123
2007,403,,2023.254
2006,403,,2022.486
2005,403,,2023.117
2004,403,,2020.708
2003,403,,2018.772
2002,403,,2022.248
2017,404,,2037.751
2016,404,,2034.688
2015,404,,2035.282
2014,404,,2034.468
2013,404,,2030.088
2012,404,,2028.259
2011,404,,2028.738
2010,404,,2028.541
2009,404,,2026.485
2008,404,,2028.223
2007,404,,2022.664
2006,404,,2024.252
2005,404,,2023.48
2004,404,,2025.881
2003,404,,2020.367
2002,404,,2024.861
2017,405,,2035.742
2016,405,,2033.079
2015,405,,2033.332
2014,405,,2030.533
2013,405,,2030.363
2012,405,,2028.351
2011,405,,2026.838
2010,405,,2027.502
2009,405,,2026.78
2008,405,,2024.989
2007,405,,2025.282
2006,405,,2022.646
2005,405,,2024.773
2004,405,,2025.181
2003,405,,2019.512
2002,405,,2023.185
2017,406,,2036.85
2016,406,,2036.742
2015,406,,2031.581
2014,406,,2034.498
2013,406,,2030.448
2012,406,,2030.346
2011,406,,2028.387
2010,406,,2030.346
2009,406,,2026.449
2008,406,,2026.029
2007,406,,2023.78
2006,406,,2025.866
2005,406,,2026.276
2004,406,,2024.093
2003,406,,2017.961
2002,406,,2024.088
2017,407,,2039.192
2016,407,,2033.956
2015,407,,2033.623
2014,407,,2032.073
2013,407,,2032.594
2012,407,,2029.4
2011,407,,2028.57
2010,407,,2028.925
2009,407,,2025.975
2008,407,,2026.735
2007,407,,2023.648
2006,407,,2023.941
2005,407,,2025.132
2004,407,,2023.93
2003,407,,2020.297
2002,407,,2022.385
2017,408,,2034.118
2016,408,,2033.187
2015,408,,2032.702
2014,408,,2030.463
2013,408,,2027.397
2012,408,,2027.283
2011,408,,2027.191
2010,408,,2028.823
2009,408,,2025.19
2008,408,,2024.543
2007,408,,2022.794
2006,408,,2021.779
2005,408,,2023.361
2004,408,,2023.323
2003,408,,2017.593
2002,408,,2021.465
2017,409,,2034.206
2016,409,,2033.68
2015,409,,2033.714
2014,409,,2033.738
2013,409,,2027.649
2012,409,,2026.024
2011,409,,2029.353
2010,409,,2027.839
2009,409,,2024.691
2008,409,,2026.771
2007,409,,2021.513
2006,409,,2024.302
2005,409,,2023.946
2004,409,,2022.656
2003,409,,2019.367
2002,409,,2022.387
2017,410,,2037.413
2016,410,,2031.831
2015,410,,2033.125
2014,410,,2032.882
2013,410,,2030.059
2012,410,,2030.717
2011,410,,2027.519
2010,410,,2028.678
2009,410,,2026.244
2008,410,,2024.559
2007,410,,2022.112
2006,410,,2025.114
2005,410,,2024.351
2004,410,,2023.468
2003,410,,2016.73
2002,410,,2020.777
2017,411,,2037.693
2016,411,,2033.241
2015,411,,2034.387
2014,411,,2032.297
2013,411,,2031.216
2012,411,,2029.919
2011,411,,2028.26
2010,411,,2028.917
2009,411,,2027.464
2008,411,,2027
2007,411,,2025.638
2006,411,,2025.404
2005,411,,2024.875
2004,411,,2024.068
2003,411,,2019.636
2002,411,,2024.439
2017,412,,2036.399
2016,412,,2033.656
2015,412,,2034.806
2014,412,,2034.938
2013,412,,2030.192
2012,412,,2029.133
2011,412,,2026.955
2010,412,,2028.266
2009,412,,2027.134
2008,412,,2026.714
2007,412,,2026.118
2006,412,,2025.998
2005,412,,2024.193
2004,412,,2022.461
2003,412,,2018.149
2002,412,,2021.548
2017,413,,2037.127
2016,413,,2035.171
2015,413,,2035.275
2014,413,,2033.682
2013,413,,2031.087
2012,413,,2032.88
2011,413,,2030.677
2010,413,,2028.957
2009,413,,2026.252
2008,413,,2025.635
2007,413,,2025.094
2006,413,,2022.236
2005,413,,2024.521
2004,413,,2023.507
2003,413,,2020.767
2002,413,,2023.92
2017,414,,2036.386
2016,414,,2036.083
2015,414,,2036.032
2014,414,,2035.108
2013,414,,2031.58
2012,414,,2029.462
2011,414,,2028.245
2010,414,,2026.901
2009,414,,2028.862
2008,414,,2027.011
2007,414,,2023.029
2006,414,,2023.066
2005,414,,2026.894
2004,414,,2026.328
2003,414,,2019.044
2002,414,,2022.911
2017,415,,2036.553
2016,415,,2036.436
2015,415,,2037.106
2014,415,,2034.943
2013,415,,2031.432
2012,415,,2032.447
2011,415,,2028.757
2010,415,,2029.01
2009,415,,2026.978
2008,415,,2027.722
2007,415,,2026.06
2006,415,,2027.798
2005,415,,2027.043
2004,415,,2024.527
2003,415,,2021.055
2002,415,,2024.802
2017,416,,2036.246
2016,416,,2031.005
2015,416,,2035.038
2014,416,,2034.029
2013,416,,2033.402
2012,416,,2030.072
2011,416,,2027.502
2010,416,,2029.268
2009,416,,2025.075
2008,416,,2026.907
2007,416,,2021.49
2006,416,,2024.581
2005,416,,2024.521
2004,416,,2025.496
2003,416,,2021.015
2002,416,,2020.51
2017,417,,2037.495
2016,417,,2031.792
2015,417,,2032.191
2014,417,,2033.454
2013,417,,2028.922
2012,417,,2030.83
2011,417,,2028.895
2010,417,,2025.532
2009,417,,2025.175
2008,417,,2026.349
2007,417,,2025.063
2006,417,,2022.488
2005,417,,2025.457
2004,417,,2022.252
2003,417,,2016.87
2002,417,,2022.774
2017,418,,2036.32
2016,418,,2038.266
2015,418,,2035.09
2014,418,,2035.639
2013,418,,2031.115
2012,418,,2032.19
2011,418,,2029.971
2010,418,,2029.235
2009,418,,2027.58
2008,418,,2025.583
2007,418,,2025.378
2006,418,,2025.391
2005,418,,2027.682
2004,418,,2025.398
2003,418,,2023.622
2002,418,,2024.86
2017,419,,2037.677
2016,419,,2035.512
2015,419,,2037.502
2014,419,,2035.692
2013,419,,2033.358
2012,419,,2033.264
2011,419,,2029.956
2010,419,,2028.175
2009,419,,2028.973
2008,419,,2030.281
2007,419,,2026.913
2006,419,,2026.612
2005,419,,2026.83
2004,419,,2027.555
2003,419,,2021.842
2002,419,,2024.72
2017,420,,2035.639
2016,420,,2033.825
2015,420,,2032.424
2014,420,,2032.663
2013,420,,2028.803
2012,420,,2028.844
2011,420,,2025.39
2010,420,,2025.513
2009,420,,2025.366
2008,420,,2023.805
2007,420,,2022.57
2006,420,,2024.329
2005,420,,2024.073
2004,420,,2024.319
2003,420,,2017.859
2002,420,,2023.305
2017,421,,2036.309
2016,421,,2034.343
2015,421,,2033.262
2014,421,,2035.045
2013,421,,2031.064
2012,421,,2028.681
2011,421,,2028.641
2010,421,,2028.584
2009,421,,2027.376
2008,421,,2025.928
2007,421,,2023.835
2006,421,,2024.474
2005,421,,2025.285
2004,421,,2025.099
2003,421,,2019.092
2002,421,,2022.547
2017,422,,2037.731
2016,422,,2035.711
2015,422,,2034.321
2014,422,,2035.318
2013,422,,2032.33
2012,422,,2031.44
2011,422,,2029.485
2010,422,,2028.293
2009,422,,2027.138
2008,422,,2025.827
2007,422,,2025.195
2006,422,,2023.828
2005,422,,2026.173
2004,422,,2025.922
2003,422,,2019.757
2002,422,,2024.393
2017,423,,2036.444
2016,423,,2033.392
2015,423,,2032.227
2014,423,,2033.354
2013,423,,2030.557
2012,423,,2028.169
2011,423,,2027.478
2010,423,,2028.994
2009,423,,2024.099
2008,423,,2026.605
2007,423,,2025.062
2006,423,,2023.701
2005,423,,2024.772
2004,423,,2025.927
2003,423,,2019.079
2002,423,,2021.196
2017,424,,2036.036
2016,424,,2032.965
2015,424,,2030.133
2014,424,,2029.706
2013,424,,2028.469
2012,424,,2025.492
2011,424,,2025.28
2010,424,,2027.495
2009,424,,2024.617
2008,424,,2022.635
2007,424,,2021.645
2006,424,,2021.398
2005,424,,2022.972
2004,424,,2023.679
2003,424,,2019.573
2002,424,,2020.112
2017,425,,2034.123
2016,425,,2033.395
2015,425,,2032.031
2014,425,,2032.376
2013,425,,2028.202
2012,425,,2027.557
2011,425,,2028.793
2010,425,,2028.127
2009,425,,2022.098
2008,425,,2023.52
2007,425,,2023.372
2006,425,,2023.468
2005,425,,2024.133
2004,425,,2022.845
2003,425,,2018.406
2002,425,,2022.601
2017,426,,2035.891
2016,426,,2033.32
2015,426,,2032.362
2014,426,,2034.185
2013,426,,2028.87
2012,426,,2029.914
2011,426,,2026.727
2010,426,,2025.89
2009,426,,2024.978
2008,426,,2026.998
2007,426,,2027.047
2006,426,,2022.367
2005,426,,2025.886
2004,426,,2023.289
2003,426,,2019.676
2002,426,,2021.54
2017,427,,2035.777
2016,427,,2035.756
2015,427,,2034.433
2014,427,,2034.92
2013,427,,2029.099
2012,427,,2031.522
2011,427,,2029.407
2010,427,,2028.006
2009,427,,2027.003
2008,427,,2024.949
2007,427,,2023.41
2006,427,,2026.397
2005,427,,2024.963
2004,427,,2024.993
2003,427,,2020.767
2002,427,,2023.014
2017,428,,2034.447
2016,428,,2033.461
2015,428,,2032.763
2014,428,,2031.47
2013,428,,2031.502
2012,428,,2028.269
2011,428,,2028.809
2010,428,,2026.67
2009,428,,2026.858
2008,428,,2026.315
2007,428,,2022.654
2006,428,,2022.731
2005,428,,2020.502
2004,428,,2022.706
2003,428,,2018.178
2002,428,,2022.616
2017,429,,2036.468
2016,429,,2034.176
2015,429,,2033.081
2014,429,,2035.658
2013,429,,2030.665
2012,429,,2030.492
2011,429,,2030.387
2010,429,,2028.796
2009,429,,2029.217
2008,429,,2026.398
2007,429,,2025.38
2006,429,,2023.559
2005,429,,2022.296
2004,429,,2022.902
2003,429,,2020.408
2002,429,,2023.367
2017,430,,2033.495
2016,430,,2033.563
2015,430,,2036.483
2014,430,,2032.431
2013,430,,2031.118
2012,430,,2028.248
2011,430,,2027.517
2010,430,,2026.438
2009,430,,2023.748
2008,430,,2025.531
2007,430,,2023.692
2006,430,,2024.809
2005,430,,2024.753
2004,430,,2025.035
2003,430,,2017.545
2002,430,,2023.517
2017,431,,2033.826
2016,431,,2034.758
2015,431,,2032.842
2014,431,,2031.162
2013,431,,2030.34
2012,431,,2028.531
2011,431,,2025.353
2010,431,,2026.358
2009,431,,2024.843
2008,431,,2025.315
2007,431,,2021.252
2006,431,,2023.716
2005,431,,2026.995
2004,431,,2021.385
2003,431,,2021.507
2002,431,,2022.837
2017,432,,2038.541
2016,432,,2038.135
2015,432,,2036.54
2014,432,,2034.238
2013,432,,2032.702
2012,432,,2033.113
2011,432,,2031.93
2010,432,,2033.006
2009,432,,2028.845
2008,432,,2030.98
2007,432,,2027.542
2006,432,,2027.745
2005,432,,2026.635
2004,432,,2027.386
2003,432,,2022.384
2002,432,,2025.23
2017,433,,2036.468
2016,433,,2034.79
2015,433,,2032.348
2014,433,,2033.599
2013,433,,2029.09
2012,433,,2026.849
2011,433,,2024.265
2010,433,,2029.025
2009,433,,2024.335
2008,433,,2022.846
2007,433,,2023.081
2006,433,,2021.699
2005,433,,2023.305
2004,433,,2022.241
2003,433,,2019.583
2002,433,,2022.299
2017,434,,2038.233
2016,434,,2037.703
2015,434,,2035.646
2014,434,,2036.869
2013,434,,2031.818
2012,434,,2033.776
2011,434,,2029.38
2010,434,,2030.469
2009,434,,2028.532
2008,434,,2028.301
2007,434,,2027.713
2006,434,,2026.599
2005,434,,2028.002
2004,434,,2027.144
2003,434,,2023.261
2002,434,,2025.437
2017,435,,2039.478
2016,435,,2037.009
2015,435,,2034.556
2014,435,,2037.246
2013,435,,2030.239
2012,435,,2033.054
2011,435,,2030.173
2010,435,,2028.38
2009,435,,2028.243
2008,435,,2030.692
2007,435,,2026.576
2006,435,,2027.198
2005,435,,2027.132
2004,435,,2025.359
2003,435,,2022.318
2002,435,,2028.891
2017,436,,2037.988
2016,436,,2034.704
2015,436,,2034.07
2014,436,,2034.231
2013,436,,2029.991
2012,436,,2027.41
2011,436,,2028.399
2010,436,,2027.959
2009,436,,2026.003
2008,436,,2026.88
2007,436,,2025.45
2006,436,,2025.71
2005,436,,2025.501
2004,436,,2024.612
2003,436,,2018.638
2002,436,,2022.505
2017,437,,2038.182
2016,437,,2035.903
2015,437,,2034.916
2014,437,,2032.752
2013,437,,2031.914
2012,437,,2030.987
2011,437,,2031.629
2010,437,,2028.852
2009,437,,2025.934
2008,437,,2027.152
2007,437,,2026.543
2006,437,,2023.358
2005,437,,2026.331
2004,437,,2026.21
2003,437,,2022.106
2002,437,,2023.403
2017,438,,2033.16
2016,438,,2035.267
2015,438,,2034.319
2014,438,,2035.06
2013,438,,2030.531
2012,438,,2030.211
2011,438,,2027.205
2010,438,,2028.159
2009,438,,2024.871
2008,438,,2026.566
2007,438,,2024.131
2006,438,,2023.829
2005,438,,2023.842
2004,438,,2024.251
2003,438,,2019.071
2002,438,,2023.924
2017,439,,2039.785
2016,439,,2036.538
2015,439,,2035.919
2014,439,,2034.734
2013,439,,2035.346
2012,439,,2033.51
2011,439,,2031.622
2010,439,,2031.776
2009,439,,2029.921
2008,439,,2030.354
2007,439,,2028.838
2006,439,,2025.522
2005,439,,2027.6
2004,439,,2026.303
2003,439,,2023.416
2002,439,,2025.69
2017,440,,2037.068
2016,440,,2036.511
2015,440,,2038.138
2014,440,,2035.254
2013,440,,2031.772
2012,440,,2031.077
2011,440,,2028.516
2010,440,,2029.079
2009,440,,2028.1
2008,440,,2029.841
2007,440,,2024.816
2006,440,,2025.876
2005,440,,2023.222
2004,440,,2025.519
2003,440,,2022.885
2002,440,,2023.003
2017,441,,2035.73
2016,441,,2035.533
2015,441,,2034.317
2014,441,,2033.656
2013,441,,2030.368
2012,441,,2028.7
2011,441,,2028.961
2010,441,,2028.784
2009,441,,2027.008
2008,441,,2026.261
2007,441,,2023.448
2006,441,,2024.301
2005,441,,2024.24
2004,441,,2025.844
2003,441,,2019.565
2002,441,,2025.066
2017,442,,2037.365
2016,442,,2035.295
2015,442,,2034.255
2014,442,,2033.744
2013,442,,2031.462
2012,442,,2030.05
2011,442,,2030.103
2010,442,,2029.599
2009,442,,2028.34
2008,442,,2025.717
2007,442,,2025.45
2006,442,,2025.643
2005,442,,2025.597
2004,442,,2026.629
2003,442,,2020.804
2002,442,,2023.422
2017,443,,2035.411
2016,443,,2033.69
2015,443,,2032.733
2014,443,,2033.922
2013,443,,2028.722
2012,443,,2028.322
2011,443,,2024.123
2010,443,,2027.795
2009,443,,2022.104
2008,443,,2025.311
2007,443,,2023.392
2006,443,,2021.541
2005,443,,2023.282
2004,443,,2023.292
2003,443,,2017.637
2002,443,,2021.595
2017,444,,2036.632
2016,444,,2035.33
2015,444,,2033.126
2014,444,,2036.131
2013,444,,2031.406
2012,444,,2029.276
2011,444,,2027.083
2010,444,,2028.148
2009,444,,2024.28
2008,444,,2027.802
2007,444,,2023.383
2006,444,,2024.457
2005,444,,2024.756
2004,444,,2023.352
2003,444,,2021.285
2002,444,,2022.576
2017,445,,2034.555
2016,445,,2032.38
2015,445,,2032.032
2014,445,,2031.402
2013,445,,2028.992
2012,445,,2027.134
2011,445,,2025.636
2010,445,,2026.367
2009,445,,2023.93
2008,445,,2024.294
2007,445,,2020.523
2006,445,,2021.394
2005,445,,2022.012
2004,445,,2019.973
2003,445,,2017.997
2002,445,,2022.026
2017,446,,2035.875
2016,446,,2031.929
2015,446,,2033.357
2014,446,,2033.47
2013,446,,2030.162
2012,446,,2027.097
2011,446,,2025.203
2010,446,,2026.438
2009,446,,2022.592
2008,446,,2026.099
2007,446,,2022.773
2006,446,,2023.361
2005,446,,2021.568
2004,446,,2022.892
2003,446,,2018.139
2002,446,,2023.723
2017,447,,2036.379
2016,447,,2031.061
2015,447,,2032.969
2014,447,,2033.956
2013,447,,2028.94
2012,447,,2031.724
2011,447,,2030.614
2010,447,,2025.922
2009,447,,2024.024
2008,447,,2025.861
2007,447,,2023.042
2006,447,,2026.598
2005,447,,2023.425
2004,447,,2023.886
2003,447,,2020.802
2002,447,,2023.582
2017,448,,2036.255
2016,448,,2033.828
2015,448,,2033.476
2014,448,,2031.787
2013,448,,2027.909
2012,448,,2027.594
2011,448,,2026.48
2010,448,,2027.965
2009,448,,2024.92
2008,448,,2025.132
2007,448,,2021.451
2006,448,,2023.246
2005,448,,2021.038
2004,448,,2023.627
2003,448,,2018.589
2002,448,,2021.663
2017,449,,2038.283
2016,449,,2035.291
2015,449,,2034.658
2014,449,,2035.224
2013,449,,2031.724
2012,449,,2032.705
2011,449,,2028.724
2010,449,,2030.131
2009,449,,2027.656
2008,449,,2027.867
2007,449,,2024.296
2006,449,,2024.903
2005,449,,2025.652
2004,449,,2024.812
2003,449,,2019.768
2002,449,,2024.465
2017,450,,2038.83
2016,450,,2036.052
2015,450,,2034.216
2014,450,,2035.381
2013,450,,2030.069
2012,450,,2028.036
2011,450,,2027.445
2010,450,,2027.378
2009,450,,2026.682
2008,450,,2026.769
2007,450,,2023.67
2006,450,,2023.194
2005,450,,2025.484
2004,450,,2027.093
2003,450,,2020.934
2002,450,,2022.269
2017,451,,2034.517
2016,451,,2033.164
2015,451,,2032.49
2014,451,,2032.424
2013,451,,2030.386
2012,451,,2027.561
2011,451,,2025.953
2010,451,,2027.201
2009,451,,2024.568
2008,451,,2023.968
2007,451,,2021.014
2006,451,,2020.813
2005,451,,2022.756
2004,451,,2023.248
2003,451,,2019.746
2002,451,,2020.7
2017,452,,2036.179
2016,452,,2035.06
2015,452,,2034.684
2014,452,,2033.059
2013,452,,2030.781
2012,452,,2029.89
2011,452,,2028.285
2010,452,,2029.191
2009,452,,2024.287
2008,452,,2026.045
2007,452,,2024.492
2006,452,,2025.3
2005,452,,2023.17
2004,452,,2024.3
2003,452,,2020.711
2002,452,,2023.346
2017,453,,2037.885
2016,453,,2034.959
2015,453,,2033.835
2014,453,,2032.24
2013,453,,2029.338
2012,453,,2029.916
2011,453,,2027.818
2010,453,,2026.96
2009,453,,2025.443
2008,453,,2027.248
2007,453,,2022.957
2006,453,,2024.475
2005,453,,2024.082
2004,453,,2024.561
2003,453,,2020.945
2002,453,,2022.472
2017,454,,2038.308
2016,454,,2035.684
2015,454,,2037.615
2014,454,,2036.492
2013,454,,2032.722
2012,454,,2029.884
2011,454,,2029.099
2010,454,,2029.451
2009,454,,2028.33
2008,454,,2028.364
2007,454,,2025.492
2006,454,,2024.96
2005,454,,2025.746
2004,454,,2024.756
2003,454,,2020.356
2002,454,,2021.51
2017,455,,2032.86
2016,455,,2031.126
2015,455,,2029.936
2014,455,,2033.73
2013,455,,2026.914
2012,455,,2027.647
2011,455,,2024.462
2010,455,,2023.934
2009,455,,2022.886
2008,455,,2025.717
2007,455,,2020.32
2006,455,,2021.154
2005,455,,2021.003
2004,455,,2020.44
2003,455,,2015.962
2002,455,,2018.87
2017,456,,2038.06
2016,456,,2036.28
2015,456,,2035.044
2014,456,,2036.107
2013,456,,2031.468
2012,456,,2030.379
2011,456,,2029.058
